140,917924
626,894285
2531,939809
6356,909914
16974,802865
45141,806849
80605,827346
101323,808602
121064,848252
133787,918271
125890,975870
109960,1038687
91538,1085171
76138,1130399
65042,1206486
53991,1207770
44366,1211480
32134,1140901
20153,1083996
15322,1154623
11027,1142458
8181,1222338
5911,1146588
3272,764293
2018,615548
1581,647870
1198,704753
1187,848440
988,864878
796,858150
719,885518
633,847555
541,817829
459,763440
368,697065
