2.37 
0.54 
0.27 
0.18 
0.15 
0.14 
0.11 
0.10 
0.11 
0.09 
0.10 
0.11 
0.12 
0.10 
0.10 
0.10 
0.09 
0.10 
0.10 
0.09 
0.09 
0.11 
0.12 
0.14 
0.14 
0.14 
0.14 
0.16 
0.16 
0.18 
0.18 
0.21 
0.22 
0.23 
0.26 
0.27 
0.31 
0.35 
0.40 
0.42 
0.50 
0.53 
0.64 
0.67 
0.73 
0.87 
0.90 
1.00 
1.27 
1.35 
1.51 
1.64 
1.71 
1.87 
2.16 
2.22 
2.42 
2.70 
3.00 
3.32 
3.76 
4.30 
4.73 
5.35 
6.14 
6.95 
7.34 
8.38 
9.48 
11.07 
13.06 
14.27 
16.69 
18.54 
21.13 
24.04 
26.18 
31.31 
35.82 
39.75 
47.22 
52.20 
58.38 
66.12 
73.74 
82.10 
90.25 
101.04 
114.02 
123.42 
143.35 
154.61 
169.53 
182.10 
180.93 
197.39 
203.63 
187.05 
189.81 
232.98 
434.57 
2.68 
0.81 
0.40 
0.28 
0.22 
0.18 
0.19 
0.15 
0.15 
0.16 
0.16 
0.15 
0.16 
0.14 
0.16 
0.15 
0.14 
0.17 
0.20 
0.19 
0.22 
0.23 
0.26 
0.26 
0.27 
0.26 
0.29 
0.31 
0.29 
0.32 
0.32 
0.33 
0.37 
0.36 
0.44 
0.46 
0.48 
0.51 
0.54 
0.61 
0.74 
0.74 
0.89 
0.92 
1.05 
1.22 
1.24 
1.39 
1.71 
1.78 
2.05 
2.13 
2.21 
2.59 
2.89 
3.08 
3.40 
3.70 
4.17 
4.78 
5.34 
5.72 
6.72 
7.13 
8.55 
9.60 
9.54 
11.73 
12.63 
14.88 
17.94 
18.81 
21.91 
24.37 
27.38 
29.89 
31.04 
38.25 
42.48 
47.80 
58.84 
61.88 
68.25 
75.81 
85.05 
90.47 
97.36 
107.94 
123.11 
130.71 
150.25 
159.05 
175.95 
181.43 
183.28 
193.49 
194.24 
181.56 
172.88 
226.07 
422.80 
4.87 
1.33 
0.75 
0.51 
0.41 
0.39 
0.33 
0.28 
0.28 
0.27 
0.31 
0.29 
0.28 
0.29 
0.28 
0.34 
0.37 
0.41 
0.42 
0.42 
0.46 
0.46 
0.47 
0.50 
0.52 
0.56 
0.55 
0.60 
0.58 
0.66 
0.73 
0.78 
0.78 
0.79 
0.95 
0.96 
1.00 
1.04 
1.09 
1.19 
1.36 
1.38 
1.56 
1.56 
1.77 
1.96 
2.00 
2.12 
2.55 
2.79 
3.16 
3.21 
3.36 
3.72 
4.29 
4.43 
4.81 
5.17 
5.78 
6.65 
7.50 
8.19 
9.18 
9.83 
11.60 
12.74 
13.25 
15.76 
17.01 
20.31 
23.97 
25.45 
29.36 
31.82 
35.29 
38.90 
39.50 
47.98 
52.70 
59.19 
71.67 
75.05 
83.59 
90.67 
100.81 
107.47 
115.10 
127.69 
142.37 
155.23 
173.81 
187.49 
205.80 
214.08 
219.26 
235.03 
238.65 
238.00 
229.56 
283.58 
441.22 
