88,8499586
740,8995340
2895,10014541
7746,10010718
15743,10464099
42114,13825863
66042,13198894
81363,12193044
102180,12819413
96717,11366731
82776,9963699
79949,9829885
75546,9679225
81330,11050548
63080,9653457
51920,9323642
47104,9724876
40596,9565041
31258,8890254
29851,10112568
26020,10369084
23560,11216336
19996,11706855
16909,12067901
13685,12274679
12295,13404096
8465,12232606
8022,13249932
5349,10499534
4999,11759118
4629,11710059
4305,11488631
4614,13168361
3457,9850286
1927,5600798
